model,group,target,subject,hop,count,clean_accuracy,poisoned_accuracy,accuracy_drop,epr,flip_rate,flip_count,clean_correct,clean_margin_avg,poisoned_margin_avg,margin_change_avg
Qwen3.5-9B,random,random_9,John Cohen,d2,39,0.8717948717948718,0.48717948717948717,0.38461538461538464,0.44117647058823534,0.5,17,34,5.381410240968809,2.8557692457480024,-2.5256409952208068
Qwen3.5-9B,random,random_9,John Cohen,d3,274,0.49635036496350365,0.24452554744525548,0.25182481751824815,0.5073529411764706,0.5514705882352942,75,136,3.3485401409502265,1.8795620328508806,-1.4689781080993458
Qwen3.5-9B,random,random_9,John Cohen,d4,1000,0.481,0.289,0.192,0.3991683991683992,0.45114345114345117,217,481,3.7281874964211386,1.7529374985957402,-1.9752499978253983
Qwen3.5-9B,random,random_9,John Cohen,d5,1000,0.355,0.194,0.16099999999999998,0.45352112676056333,0.5126760563380282,182,355,3.722000000861386,1.7061874998594868,-2.015812501001899
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d1,1,1.0,0.0,1.0,1.0,1.0,1,1,6.750000031199306,1.8749998807907104,-4.875000150408596
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d2,28,0.8214285714285714,0.5,0.3214285714285714,0.3913043478260869,0.4782608695652174,11,23,5.013392852261729,2.921874988649506,-2.091517863612223
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d3,205,0.5707317073170731,0.22926829268292684,0.3414634146341463,0.5982905982905983,0.6324786324786325,74,117,3.196341459212041,1.5246951202805177,-1.6716463389315235
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d4,954,0.4549266247379455,0.3060796645702306,0.14884696016771487,0.32718894009216587,0.4423963133640553,192,434,3.865238468956321,1.49698637215815,-2.3682520967981713
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d5,1000,0.418,0.199,0.21899999999999997,0.5239234449760765,0.5861244019138756,245,418,3.80418750239021,1.6317499998921994,-2.1724375024980107
Qwen3.5-9B,tail,tail_10,Pocklington,d1,1,0.0,0.0,0.0,,,0,0,4.74999993480742,1.3749998807907104,-3.3750000540167093
Qwen3.5-9B,tail,tail_10,Pocklington,d2,11,0.9090909090909091,0.8181818181818182,0.09090909090909083,0.09999999999999991,0.1,1,10,2.874999949570999,1.8068181804635308,-1.0681817691074682
Qwen3.5-9B,tail,tail_10,Pocklington,d3,55,0.36363636363636365,0.3090909090909091,0.054545454545454564,0.15000000000000005,0.3,6,20,2.4568181907250124,2.6909090934659945,0.2340909027409821
Qwen3.5-9B,tail,tail_10,Pocklington,d4,186,0.543010752688172,0.3763440860215054,0.16666666666666663,0.30693069306930687,0.38613861386138615,39,101,3.9858871028189107,1.9223790359783477,-2.063508066840563
Qwen3.5-9B,tail,tail_10,Pocklington,d5,679,0.5655375552282769,0.3799705449189985,0.18556701030927836,0.328125,0.3776041666666667,145,384,3.6918262121690693,1.9571060394197537,-1.7347201727493156
Qwen3.5-9B,tail,tail_11,"St. John's School, Dorchester",d1,1,0.0,1.0,-1.0,,,0,0,1.7500000596046448,6.37499979371205,4.624999734107405
Qwen3.5-9B,tail,tail_11,"St. John's School, Dorchester",d2,4,0.25,0.0,0.25,1.0,1.0,1,1,2.1250000121071935,0.999999962747097,-1.1250000493600965
Qwen3.5-9B,tail,tail_11,"St. John's School, Dorchester",d3,46,0.9782608695652174,0.9130434782608695,0.0652173913043479,0.06666666666666674,0.06666666666666667,3,45,4.578804370406863,3.0190217243456887,-1.5597826460611746
Qwen3.5-9B,tail,tail_11,"St. John's School, Dorchester",d4,265,0.569811320754717,0.5169811320754717,0.05283018867924527,0.09271523178807946,0.152317880794702,23,151,3.263679242061719,3.194575465744842,-0.0691037763168767
Qwen3.5-9B,tail,tail_11,"St. John's School, Dorchester",d5,1000,0.382,0.354,0.028000000000000025,0.07329842931937179,0.17015706806282724,65,382,3.398374998014253,3.507562502107321,0.1091875040930681
Qwen3.5-9B,tail,tail_12,Eric Fisher,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,3.624999985098839,0.875,-2.749999985098839
Qwen3.5-9B,tail,tail_12,Eric Fisher,d2,2,0.5,0.0,0.5,1.0,1.0,1,1,0.3750000298023224,1.7499999403953552,1.3749999105930328
Qwen3.5-9B,tail,tail_12,Eric Fisher,d3,45,0.28888888888888886,0.17777777777777778,0.11111111111111108,0.3846153846153845,0.46153846153846156,6,13,2.263888872357913,1.461111106351018,-0.8027777660068951
Qwen3.5-9B,tail,tail_12,Eric Fisher,d4,242,0.6900826446280992,0.33884297520661155,0.35123966942148765,0.5089820359281437,0.5389221556886228,90,167,3.37603306081959,2.1162190018991422,-1.2598140589204476
Qwen3.5-9B,tail,tail_12,Eric Fisher,d5,1000,0.472,0.4,0.07199999999999995,0.15254237288135583,0.2245762711864407,106,472,3.318125005586975,2.1610624989864884,-1.1570625066004867
Qwen3.5-9B,tail,tail_13,Haicheng,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,5.624999836087227,3.6250000074505806,-1.9999998286366463
Qwen3.5-9B,tail,tail_13,Haicheng,d2,5,0.4,0.2,0.2,0.5,0.5,1,2,3.7750000175554304,2.5500000186264513,-1.224999998928979
Qwen3.5-9B,tail,tail_13,Haicheng,d3,41,0.7073170731707317,0.04878048780487805,0.6585365853658536,0.9310344827586207,0.9655172413793104,28,29,2.932926830846998,2.1280487773332335,-0.8048780535137645
Qwen3.5-9B,tail,tail_13,Haicheng,d4,130,0.45384615384615384,0.2230769230769231,0.23076923076923075,0.5084745762711864,0.559322033898305,33,59,2.925961529048912,2.775961537805135,-0.1499999912437766
Qwen3.5-9B,tail,tail_13,Haicheng,d5,276,0.322463768115942,0.12318840579710146,0.19927536231884058,0.6179775280898877,0.6629213483146067,59,89,2.5871829713698546,3.1739130434369778,0.5867300720671231
Qwen3.5-9B,tail,tail_14,Maude,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,9.499999782652594,0.5,-8.999999782652594
Qwen3.5-9B,tail,tail_14,Maude,d2,7,0.14285714285714285,0.0,0.14285714285714285,1.0,1.0,1,1,4.803571320371702,0.7142857142857143,-4.089285606085988
Qwen3.5-9B,tail,tail_14,Maude,d3,35,0.7142857142857143,0.5142857142857142,0.20000000000000007,0.2800000000000001,0.32,8,25,4.7214285582370525,1.9714285832829774,-2.749999974954075
Qwen3.5-9B,tail,tail_14,Maude,d4,249,0.5100401606425703,0.18473895582329317,0.32530120481927716,0.6377952755905513,0.6692913385826772,85,127,3.0773092302924816,1.3441265059044083,-1.7331827243880733
Qwen3.5-9B,tail,tail_14,Maude,d5,1000,0.41,0.226,0.18399999999999997,0.448780487804878,0.524390243902439,215,410,3.513874995666993,1.5863125015042023,-1.9275624941627905
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,5.50000003259629,5.624999765306711,0.12499973271042109
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d2,4,0.5,0.5,0.0,0.0,0.0,0,2,2.4375000186264515,0.3749999701976776,-2.062500048428774
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d3,34,0.7647058823529411,0.6176470588235294,0.1470588235294117,0.1923076923076922,0.34615384615384615,9,26,4.6139705729301035,1.6433823344242924,-2.970588238505811
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d4,239,0.5774058577405857,0.25523012552301255,0.3221757322175732,0.5579710144927535,0.5869565217391305,81,138,3.3959204999103587,1.230648541267743,-2.1652719586426157
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d5,1000,0.489,0.348,0.14100000000000001,0.28834355828220865,0.37627811860940696,184,489,3.9179999968159174,1.4069375001571607,-2.5110624966587567
Qwen3.5-9B,tail,tail_2,Ivo Andrić,d1,2,0.0,0.0,0.0,,,0,0,2.375000048428774,2.124999923631549,-0.250000124797225
Qwen3.5-9B,tail,tail_2,Ivo Andrić,d2,13,0.8461538461538461,0.15384615384615385,0.6923076923076923,0.8181818181818181,0.8181818181818182,9,11,3.749999975220327,1.5384615401809032,-2.211538435039424
Qwen3.5-9B,tail,tail_2,Ivo Andrić,d3,23,0.782608695652174,0.08695652173913043,0.6956521739130435,0.8888888888888888,0.8888888888888888,16,18,3.8586956856335113,1.043478257306244,-2.8152174283272675
Qwen3.5-9B,tail,tail_2,Ivo Andrić,d4,85,0.32941176470588235,0.2,0.12941176470588234,0.3928571428571428,0.5,14,28,2.620588241536718,1.1308823631966816,-1.4897058783400363
Qwen3.5-9B,tail,tail_2,Ivo Andrić,d5,154,0.4025974025974026,0.2662337662337662,0.1363636363636364,0.3387096774193549,0.4032258064516129,25,62,3.3295454527957284,1.0430194787777864,-2.286525974017942
Qwen3.5-9B,tail,tail_3,Kanchipuram,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,5.499999898485839,1.1250000596046448,-4.374999838881195
Qwen3.5-9B,tail,tail_3,Kanchipuram,d2,23,0.9130434782608695,0.391304347826087,0.5217391304347825,0.5714285714285713,0.5714285714285714,12,21,4.842391303411442,2.081521752275243,-2.760869551136199
Qwen3.5-9B,tail,tail_3,Kanchipuram,d3,147,0.5306122448979592,0.17687074829931973,0.3537414965986395,0.6666666666666667,0.7051282051282052,55,78,3.323979598951928,1.880952378925012,-1.443027220026916
Qwen3.5-9B,tail,tail_3,Kanchipuram,d4,614,0.3973941368078176,0.21335504885993486,0.18403908794788273,0.4631147540983606,0.5204918032786885,127,244,3.2510179214547628,2.10219869872116,-1.1488192227336027
Qwen3.5-9B,tail,tail_3,Kanchipuram,d5,1000,0.383,0.228,0.155,0.4046997389033942,0.4699738903394256,180,383,3.045000000917251,2.2228125001341104,-0.8221875007831407
Qwen3.5-9B,tail,tail_4,Magadi,d1,1,0.0,0.0,0.0,,,0,0,3.3749999590218067,1.4999999403953552,-1.8750000186264515
Qwen3.5-9B,tail,tail_4,Magadi,d2,23,0.9130434782608695,0.2608695652173913,0.6521739130434783,0.7142857142857143,0.7619047619047619,16,21,4.842391303411442,0.9782608601710071,-3.864130443240435
Qwen3.5-9B,tail,tail_4,Magadi,d3,147,0.5306122448979592,0.1836734693877551,0.34693877551020413,0.6538461538461539,0.6538461538461539,51,78,3.323979598951928,1.6428571411180406,-1.6811224578338875
Qwen3.5-9B,tail,tail_4,Magadi,d4,614,0.3973941368078176,0.24429967426710097,0.15309446254071662,0.3852459016393443,0.45081967213114754,110,244,3.2510179214547628,1.6324307795504793,-1.6185871419042834
Qwen3.5-9B,tail,tail_4,Magadi,d5,1000,0.374,0.173,0.201,0.5374331550802139,0.5909090909090909,221,374,3.000500000395041,1.6319375027911738,-1.3685624976038673
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d1,3,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,2,2,3.5833333047727742,3.9166666322077313,0.333333327434957
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d2,24,0.9583333333333334,0.5,0.45833333333333337,0.4782608695652174,0.4782608695652174,11,23,4.890625026717316,2.281249988276007,-2.6093750384413092
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d3,119,0.7478991596638656,0.6134453781512605,0.134453781512605,0.17977528089887634,0.2247191011235955,20,89,4.0997899142063385,3.004201675456569,-1.0955882387497695
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d4,536,0.38992537313432835,0.31902985074626866,0.07089552238805968,0.18181818181818177,0.2679425837320574,56,209,3.6298973873871505,3.290811557301157,-0.3390858300859936
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d5,1000,0.423,0.341,0.08199999999999996,0.193853427895981,0.24822695035460993,105,423,3.2596250010431613,3.340375000241533,0.08074999919837156
Qwen3.5-9B,tail,tail_6,Partition of India,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,8.624999540799763,0.75,-7.874999540799763
Qwen3.5-9B,tail,tail_7,Balangero,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,4.625000045634806,4.874999867752194,0.24999982211738825
Qwen3.5-9B,tail,tail_7,Balangero,d2,19,0.8421052631578947,0.05263157894736842,0.7894736842105263,0.9375000000000001,0.9375,15,16,4.914473712390693,1.7697368253414567,-3.1447368870492367
Qwen3.5-9B,tail,tail_7,Balangero,d3,94,0.7978723404255319,0.1276595744680851,0.6702127659574468,0.8400000000000001,0.8533333333333334,64,75,4.022606385107019,1.2154255338270772,-2.8071808512799414
Qwen3.5-9B,tail,tail_7,Balangero,d4,558,0.43010752688172044,0.2921146953405018,0.13799283154121866,0.3208333333333334,0.43333333333333335,104,240,3.2591845892124294,1.3926971331222056,-1.8664874560902238
Qwen3.5-9B,tail,tail_7,Balangero,d5,1000,0.405,0.227,0.17800000000000002,0.4395061728395062,0.5135802469135803,208,405,3.175249998288964,1.498062502120156,-1.677187496168808
Qwen3.5-9B,tail,tail_8,Great Island,d1,2,0.0,0.0,0.0,,,0,0,0.3125,7.3749999662686605,7.0624999662686605
Qwen3.5-9B,tail,tail_8,Great Island,d2,20,0.8,0.05,0.75,0.9375,0.9375,15,16,3.868749989749631,0.8812499985098838,-2.987499991239747
Qwen3.5-9B,tail,tail_8,Great Island,d3,75,0.6133333333333333,0.08,0.5333333333333333,0.8695652173913044,0.8695652173913043,40,46,3.4800000077408426,1.711666668332182,-1.7683333394086607
Qwen3.5-9B,tail,tail_8,Great Island,d4,381,0.3963254593175853,0.23097112860892388,0.1653543307086614,0.4172185430463576,0.4768211920529801,72,151,3.6722440916358607,1.5711942285071971,-2.1010498631286634
Qwen3.5-9B,tail,tail_8,Great Island,d5,1000,0.442,0.183,0.259,0.5859728506787331,0.6606334841628959,292,442,3.099937499302345,1.7880000015145634,-1.3119374977877816
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d1,1,0.0,0.0,0.0,,,0,0,11.875000000465661,0.25,-11.625000000465661
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d2,11,0.9090909090909091,0.6363636363636364,0.2727272727272727,0.3,0.3,3,10,2.874999949570999,2.295454520562833,-0.5795454290081659
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d3,55,0.36363636363636365,0.2545454545454545,0.10909090909090913,0.3000000000000001,0.5,10,20,2.4568181907250124,1.4000000020319765,-1.056818188693036
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d4,186,0.543010752688172,0.27956989247311825,0.26344086021505375,0.48514851485148514,0.5148514851485149,52,101,3.9858871028189107,1.4543010794848044,-2.531586023334106
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d5,679,0.5655375552282769,0.35051546391752575,0.21502209131075112,0.38020833333333337,0.4270833333333333,164,384,3.6918262121690693,1.6272091347885707,-2.0646170773804986
Gemma-4-E4B-it,hub,hub_1,Australia,d1,17,0.8823529411764706,0.8823529411764706,0.0,0.0,0.0,0,15,7.150735270392809,7.301470500187058,0.15073522979424947
Gemma-4-E4B-it,hub,hub_1,Australia,d2,117,0.38461538461538464,0.3418803418803419,0.04273504273504275,0.11111111111111115,0.1111111111111111,5,45,4.068376037180555,4.1778845831567875,0.10950854597623216
Gemma-4-E4B-it,hub,hub_1,Australia,d3,528,0.3371212121212121,0.3314393939393939,0.005681818181818177,0.01685393258426965,0.056179775280898875,10,178,4.897964013857613,4.687085712645569,-0.21087830121204387
Gemma-4-E4B-it,hub,hub_1,Australia,d4,1000,0.324,0.31,0.014000000000000012,0.043209876543209916,0.08333333333333333,27,324,4.0787499982016655,4.605656247632767,0.5269062494311019
Gemma-4-E4B-it,hub,hub_1,Australia,d5,1000,0.318,0.318,0.0,0.0,0.06918238993710692,22,318,4.331499989327129,4.565906250004624,0.23440626067749548
Gemma-4-E4B-it,hub,hub_10,Spain,d1,19,0.9473684210526315,0.9473684210526315,0.0,0.0,0.0,0,18,8.18421045736039,7.8618420383997885,-0.3223684189606013
Gemma-4-E4B-it,hub,hub_10,Spain,d2,76,0.4473684210526316,0.40789473684210525,0.03947368421052633,0.08823529411764708,0.11764705882352941,4,34,3.4325657845631787,4.328124999945622,0.8955592153824434
Gemma-4-E4B-it,hub,hub_10,Spain,d3,368,0.25271739130434784,0.2608695652173913,-0.008152173913043459,-0.032258064516128955,0.07526881720430108,7,93,4.689877721179325,5.494395370518324,0.8045176493389992
Gemma-4-E4B-it,hub,hub_10,Spain,d4,870,0.34367816091954023,0.35172413793103446,-0.008045977011494232,-0.023411371237458133,0.06020066889632107,18,299,3.9266522912234914,4.806034482105411,0.8793821908819197
Gemma-4-E4B-it,hub,hub_10,Spain,d5,1000,0.382,0.383,-0.0010000000000000009,-0.002617801047120421,0.07068062827225131,27,382,4.388187486825191,5.070312498504707,0.6821250116795161
Gemma-4-E4B-it,hub,hub_11,New York City,d1,13,1.0,1.0,0.0,0.0,0.0,0,13,6.85576919077693,4.6778846425989355,-2.1778845481779943
Gemma-4-E4B-it,hub,hub_11,New York City,d2,108,0.4166666666666667,0.4166666666666667,0.0,0.0,0.08888888888888889,4,45,4.820601821868253,3.6429397997331527,-1.1776620221351006
Gemma-4-E4B-it,hub,hub_11,New York City,d3,365,0.3780821917808219,0.3589041095890411,0.0191780821917808,0.05072463768115936,0.10869565217391304,15,138,3.0777397192221567,3.3299657491096757,0.25222602988751897
Gemma-4-E4B-it,hub,hub_11,New York City,d4,1000,0.264,0.234,0.03,0.11363636363636363,0.20833333333333334,55,264,3.8181249979676286,4.0458750100753935,0.2277500121077649
Gemma-4-E4B-it,hub,hub_11,New York City,d5,1000,0.304,0.294,0.010000000000000009,0.032894736842105296,0.09868421052631579,30,304,4.827624985815602,5.117187497926279,0.2895625121106775
Gemma-4-E4B-it,hub,hub_12,University of Cambridge,d1,16,0.375,0.3125,0.0625,0.16666666666666666,0.3333333333333333,2,6,4.7031249532286665,3.2695312267678673,-1.4335937264607992
Gemma-4-E4B-it,hub,hub_12,University of Cambridge,d2,68,0.35294117647058826,0.35294117647058826,0.0,0.0,0.041666666666666664,1,24,4.446691178176693,4.906250024017508,0.45955884584081463
Gemma-4-E4B-it,hub,hub_12,University of Cambridge,d3,347,0.484149855907781,0.484149855907781,0.0,0.0,0.041666666666666664,7,168,4.497658498391541,4.462536014951792,-0.035122483439749
Gemma-4-E4B-it,hub,hub_12,University of Cambridge,d4,1000,0.359,0.369,-0.010000000000000009,-0.027855153203342645,0.07520891364902507,27,359,4.151937493698814,4.3383124982199845,0.18637500452117095
Gemma-4-E4B-it,hub,hub_12,University of Cambridge,d5,1000,0.276,0.255,0.02100000000000002,0.07608695652173919,0.13768115942028986,38,276,3.979624999632596,4.444812494233811,0.4651874946012149
Gemma-4-E4B-it,hub,hub_13,Harvard University,d1,11,0.7272727272727273,0.7272727272727273,0.0,0.0,0.0,0,8,5.24999988187549,3.329545424975963,-1.920454456899527
Gemma-4-E4B-it,hub,hub_13,Harvard University,d2,77,0.45454545454545453,0.45454545454545453,0.0,0.0,0.05714285714285714,2,35,6.487012970261441,6.022727263449104,-0.46428570681233694
Gemma-4-E4B-it,hub,hub_13,Harvard University,d3,340,0.47058823529411764,0.45,0.02058823529411763,0.04374999999999996,0.08125,13,160,3.539705885107073,3.3898897101481613,-0.14981617495891175
Gemma-4-E4B-it,hub,hub_13,Harvard University,d4,1000,0.304,0.273,0.030999999999999972,0.10197368421052623,0.17763157894736842,54,304,3.8825624952756943,4.406937501137611,0.5243750058619163
Gemma-4-E4B-it,hub,hub_13,Harvard University,d5,1000,0.317,0.302,0.015000000000000013,0.04731861198738174,0.10094637223974763,32,317,4.615437491621011,5.353687486412735,0.7382499947917243
Gemma-4-E4B-it,hub,hub_14,Apple Inc.,d1,12,0.75,0.75,0.0,0.0,0.0,0,9,6.395833389940435,5.229166675407517,-1.1666667145329184
Gemma-4-E4B-it,hub,hub_14,Apple Inc.,d2,61,0.6065573770491803,0.5901639344262295,0.016393442622950838,0.027027027027027056,0.02702702702702703,1,37,6.1475409140602855,5.305327834729053,-0.8422130793312324
Gemma-4-E4B-it,hub,hub_14,Apple Inc.,d3,314,0.48089171974522293,0.5063694267515924,-0.02547770700636942,-0.05298013245033111,0.019867549668874173,3,151,3.7046178390806848,3.807125788180717,0.10250794910003203
Gemma-4-E4B-it,hub,hub_14,Apple Inc.,d4,1000,0.289,0.289,0.0,0.0,0.11764705882352941,34,289,3.988562497584581,4.194374996506185,0.20581249892160391
Gemma-4-E4B-it,hub,hub_14,Apple Inc.,d5,1000,0.339,0.317,0.02200000000000002,0.06489675516224194,0.10324483775811209,35,339,4.591187494553126,4.808468747794191,0.2172812532410653
Gemma-4-E4B-it,hub,hub_15,University of Oxford,d1,17,0.29411764705882354,0.35294117647058826,-0.05882352941176472,-0.20000000000000004,0.0,0,5,4.235294087447983,3.5183823504861826,-0.7169117369618001
Gemma-4-E4B-it,hub,hub_15,University of Oxford,d2,77,0.38961038961038963,0.36363636363636365,0.025974025974025983,0.06666666666666668,0.1,3,30,4.5389610262994555,3.8717532585096825,-0.667207767789773
Gemma-4-E4B-it,hub,hub_15,University of Oxford,d3,306,0.40522875816993464,0.4084967320261438,-0.0032679738562091387,-0.00806451612903223,0.056451612903225805,7,124,4.425857837755803,3.9775326808166285,-0.44832515693917463
Gemma-4-E4B-it,hub,hub_15,University of Oxford,d4,1000,0.397,0.381,0.016000000000000014,0.040302267002518925,0.08564231738035265,34,397,4.244874993379895,4.013078125977889,-0.23179686740200633
Gemma-4-E4B-it,hub,hub_15,University of Oxford,d5,1000,0.271,0.267,0.0040000000000000036,0.014760147601476026,0.11439114391143912,31,271,3.910437497530881,3.981531254942776,0.07109375741189528
Gemma-4-E4B-it,hub,hub_2,China,d1,4,0.5,0.5,0.0,0.0,0.0,0,2,6.125000059642389,4.718749918916728,-1.4062501407256605
Gemma-4-E4B-it,hub,hub_2,China,d2,4,0.5,0.0,0.5,1.0,1.0,2,2,2.406250074505806,1.718749962747097,-0.687500111758709
Gemma-4-E4B-it,hub,hub_2,China,d3,4,0.0,0.0,0.0,,,0,0,5.968749974417733,7.218750163825462,1.2500001894077286
Gemma-4-E4B-it,hub,hub_2,China,d4,4,0.25,0.25,0.0,0.0,0.0,0,1,5.687500010397343,5.343750058586011,-0.3437499518113327
Gemma-4-E4B-it,hub,hub_2,China,d5,3,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1,1,2.791666722546021,0.9166666467984518,-1.875000075747569
Gemma-4-E4B-it,hub,hub_3,United States,d1,28,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0,24,8.232142750982673,7.439732178975776,-0.7924105720068972
Gemma-4-E4B-it,hub,hub_3,United States,d2,205,0.4634146341463415,0.4292682926829268,0.034146341463414664,0.07368421052631585,0.09473684210526316,9,95,3.1969512182909434,3.481097563285744,0.2841463449948005
Gemma-4-E4B-it,hub,hub_3,United States,d3,954,0.3018867924528302,0.279874213836478,0.022012578616352196,0.07291666666666666,0.19444444444444445,56,288,3.8821409832304727,4.532593032296456,0.6504520490659829
Gemma-4-E4B-it,hub,hub_3,United States,d4,1000,0.295,0.277,0.01799999999999996,0.061016949152542244,0.09830508474576272,29,295,4.837874991229198,5.528218757313241,0.6903437660840437
Gemma-4-E4B-it,hub,hub_3,United States,d5,1000,0.349,0.333,0.01599999999999996,0.04584527220630361,0.09169054441260745,32,349,4.262374990599546,4.9939374935630525,0.7315625029635067
Gemma-4-E4B-it,hub,hub_4,England,d1,15,1.0,1.0,0.0,0.0,0.0,0,15,8.200000034810122,5.548958288591044,-2.651041746219078
Gemma-4-E4B-it,hub,hub_4,England,d2,117,0.42735042735042733,0.42735042735042733,0.0,0.0,0.02,1,50,3.6623931484609007,3.554487181996079,-0.10790596646482165
Gemma-4-E4B-it,hub,hub_4,England,d3,614,0.3127035830618892,0.26058631921824105,0.052117263843648176,0.16666666666666657,0.22395833333333334,43,192,4.550692175440409,4.272534095703374,-0.2781580797370342
Gemma-4-E4B-it,hub,hub_4,England,d4,1000,0.294,0.254,0.03999999999999998,0.1360544217687074,0.17346938775510204,51,294,3.985562503092498,4.684317388581809,0.6987548854893104
Gemma-4-E4B-it,hub,hub_4,England,d5,1000,0.28,0.227,0.05300000000000002,0.18928571428571433,0.225,63,280,4.068062499192827,4.685558592270094,0.6174960930772668
Gemma-4-E4B-it,hub,hub_5,India,d1,23,0.9565217391304348,0.9130434782608695,0.0434782608695653,0.04545454545454554,0.045454545454545456,1,22,8.100543551667057,7.3233695344612855,-0.7771740172057715
Gemma-4-E4B-it,hub,hub_5,India,d2,147,0.46258503401360546,0.46938775510204084,-0.006802721088435382,-0.014705882352941192,0.04411764705882353,3,68,3.6921768710848,3.2283163148762233,-0.4638605562085769
Gemma-4-E4B-it,hub,hub_5,India,d3,614,0.2752442996742671,0.2719869706840391,0.0032573289902280145,0.011834319526627224,0.1834319526627219,31,169,4.4932817470847795,4.22231270040703,-0.2709690466777497
Gemma-4-E4B-it,hub,hub_5,India,d4,1000,0.263,0.282,-0.01899999999999996,-0.07224334600760442,0.12927756653992395,34,263,4.0898749987910685,4.173874998843268,0.08400000005219965
Gemma-4-E4B-it,hub,hub_5,India,d5,1000,0.358,0.354,0.0040000000000000036,0.01117318435754191,0.09217877094972067,33,358,4.446374996274633,4.439812502138797,-0.006562494135835983
Gemma-4-E4B-it,hub,hub_6,Italy,d1,19,0.8421052631578947,0.8421052631578947,0.0,0.0,0.0,0,16,7.638157872154807,6.67434208514705,-0.963815787007757
Gemma-4-E4B-it,hub,hub_6,Italy,d2,94,0.7872340425531915,0.7872340425531915,0.0,0.0,0.0,0,74,4.648936147358654,4.181515959706303,-0.46742018765235116
Gemma-4-E4B-it,hub,hub_6,Italy,d3,558,0.2921146953405018,0.25268817204301075,0.03942652329749102,0.13496932515337418,0.1656441717791411,27,163,4.36469533021734,4.766465060573349,0.40176973035600927
Gemma-4-E4B-it,hub,hub_6,Italy,d4,1000,0.284,0.274,0.009999999999999953,0.035211267605633645,0.09507042253521127,27,284,4.190374988532667,4.623437501004793,0.43306251247212657
Gemma-4-E4B-it,hub,hub_6,Italy,d5,1000,0.42,0.402,0.01799999999999996,0.04285714285714277,0.08333333333333333,35,420,4.516374991924599,4.891906243714393,0.37553125178979396
Gemma-4-E4B-it,hub,hub_7,Germany,d1,24,0.9166666666666666,0.9166666666666666,0.0,0.0,0.045454545454545456,1,22,7.578124963022067,7.859374922859085,0.2812499598370177
Gemma-4-E4B-it,hub,hub_7,Germany,d2,136,0.4338235294117647,0.4117647058823529,0.022058823529411797,0.05084745762711872,0.11864406779661017,7,59,3.939338227796939,4.118336390022652,0.17899816222571285
Gemma-4-E4B-it,hub,hub_7,Germany,d3,548,0.34124087591240876,0.34306569343065696,-0.0018248175182482007,-0.005347593582887776,0.0962566844919786,18,187,4.6901231648872175,5.384238141262628,0.6941149763754106
Gemma-4-E4B-it,hub,hub_7,Germany,d4,1000,0.315,0.319,-0.0040000000000000036,-0.012698412698412709,0.05396825396825397,17,315,4.132625000333205,5.253285152352977,1.1206601520197728
Gemma-4-E4B-it,hub,hub_7,Germany,d5,1000,0.298,0.306,-0.008000000000000007,-0.02684563758389264,0.09395973154362416,28,298,3.9520625007267594,4.883031241384593,0.9309687406578337
Gemma-4-E4B-it,hub,hub_8,Canada,d1,21,1.0,1.0,0.0,0.0,0.0,0,21,8.651785645521201,6.517857092572653,-2.1339285529485483
Gemma-4-E4B-it,hub,hub_8,Canada,d2,117,0.6752136752136753,0.6666666666666666,0.008547008547008628,0.012658227848101385,0.06329113924050633,5,79,3.992521354535478,3.955662401694542,-0.03685895284093599
Gemma-4-E4B-it,hub,hub_8,Canada,d3,535,0.2336448598130841,0.2560747663551402,-0.022429906542056094,-0.09600000000000009,0.032,4,125,4.189252328233133,4.556717283298036,0.36746495506490273
